"zip","TOTAL10","TOTAL11","TOTAL5","TOTAL7","TOTAL12","TOTAL9","TOTAL6","TOTAL13","TOTAL8","TOTAL15","TOTAL14","RAPE5","RAPE6","RAPE7","RAPE8","RAPE9","RAPE10","RAPE11","RAPE12","RAPE15","RAPE14","RAPE13","latitude","longitude","state","sector_desc.x","INSTNM","primary_city","county","rape.rate5","rape.rate6","rape.rate7","rape.rate9","rape.rate11","rape.rate12","rape.rate13","rape.rate15"
602,NA,NA,152,422,NA,NA,152,NA,422,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,18.38,-67.18,"PR","Private for-profit, less-than 2-year","Emmas Beauty Academy","Aguada","Aguada Municipio",0,0,0,NA,NA,NA,NA,NA
602,NA,NA,NA,74,NA,NA,NA,NA,74,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,18.38,-67.18,"PR",NA,"Colegio Tecnico de Electricidad Galloza","Aguada","Aguada Municipio",NA,NA,0,NA,NA,NA,NA,NA
602,NA,NA,NA,NA,NA,NA,NA,26,NA,26,26,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,18.38,-67.18,"PR",NA,"Rosslyn Training Academy of Cosmetology","Aguada","Aguada Municipio",NA,NA,NA,NA,NA,NA,0,0
603,NA,NA,14,1818,NA,NA,14,374,1818,374,374,0,0,0,0,NA,NA,NA,NA,0,0,0,18.43,-67.15,"PR","Private nonprofit, 2-year","Universal Technology College of Puerto Rico","Aguadilla","Aguadilla Municipio",0,0,0,NA,NA,NA,0,0
603,NA,NA,173,206,NA,NA,173,65,206,65,65,0,0,0,0,NA,NA,NA,NA,0,0,0,18.43,-67.15,"PR","Private for-profit, less-than 2-year","Charlie's Guard-Detective Bureau and Academy Inc","Aguadilla","Aguadilla Municipio",0,0,0,NA,NA,NA,0,0
603,NA,NA,42,26,NA,NA,42,NA,26,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,18.43,-67.15,"PR","Private for-profit, less-than 2-year","Aguadilla Technical College","Aguadilla","Aguadilla Municipio",0,0,0,NA,NA,NA,NA,NA
603,NA,NA,174,226,NA,NA,174,NA,226,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,18.43,-67.15,"PR","Private for-profit, less-than 2-year","Instituto de Educacion Tecnica Ocupacional La Reine","Aguadilla","Aguadilla Municipio",0,0,0,NA,NA,NA,NA,NA
603,NA,NA,NA,NA,NA,NA,NA,13719,NA,13719,13719,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,18.43,-67.15,"PR",NA,"Instituto de Banca y Comercio Inc","Aguadilla","Aguadilla Municipio",NA,NA,NA,NA,NA,NA,0,0
603,NA,NA,NA,NA,NA,NA,NA,112,NA,112,112,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,18.43,-67.15,"PR",NA,"Xtreme Career Institute","Aguadilla","Aguadilla Municipio",NA,NA,NA,NA,NA,NA,0,0
605,NA,NA,4262,4502,NA,NA,4262,4581,4502,4581,4581,0,0,0,0,NA,NA,NA,NA,0,0,0,18.43,-67.15,"PR","Private nonprofit, 4-year or above","Inter American University of Puerto Rico-Aguadilla","Aguadilla","",0,0,0,NA,NA,NA,0,0
605,NA,NA,253,265,NA,NA,253,NA,265,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,18.43,-67.15,"PR","Private for-profit, less-than 2-year","Automeca Technical College","Aguadilla","",0,0,0,NA,NA,NA,NA,NA
605,NA,NA,NA,12622,NA,NA,NA,13919,12622,13919,13919,NA,NA,0,0,NA,NA,NA,NA,0,0,0,18.43,-67.15,"PR",NA,"Universidad Metropolitana","Aguadilla","",NA,NA,0,NA,NA,NA,0,0
605,NA,NA,NA,NA,NA,NA,NA,235,NA,235,235,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,18.43,-67.15,"PR",NA,"Automeca Technical College-Aguadilla","Aguadilla","",NA,NA,NA,NA,NA,NA,0,0
612,NA,NA,56,65,NA,NA,56,NA,65,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,18.45,-66.73,"PR","Private for-profit, less-than 2-year","Modern Hairstyling Institute","Arecibo","Arecibo Municipio",0,0,0,NA,NA,NA,NA,NA
612,NA,NA,1617,1763,NA,NA,1617,NA,1763,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,18.45,-66.73,"PR","Private for-profit, 4-year or above","National College of Business and Technology-Arecibo","Arecibo","Arecibo Municipio",0,0,0,NA,NA,NA,NA,NA
612,NA,NA,NA,NA,NA,NA,NA,13719,NA,13719,13719,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,18.45,-66.73,"PR",NA,"Instituto de Banca y Comercio Inc","Arecibo","Arecibo Municipio",NA,NA,NA,NA,NA,NA,0,0
612,NA,NA,NA,NA,NA,NA,NA,64,NA,64,64,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,18.45,-66.73,"PR",NA,"Modern Hairstyling Institute-Arecibo","Arecibo","Arecibo Municipio",NA,NA,NA,NA,NA,NA,0,0
612,NA,NA,NA,NA,NA,NA,NA,1451,NA,1451,1451,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,18.45,-66.73,"PR",NA,"National University College-Arecibo","Arecibo","Arecibo Municipio",NA,NA,NA,NA,NA,NA,0,0
612,NA,NA,NA,NA,NA,NA,NA,13058,NA,13058,13058,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,18.45,-66.73,"PR",NA,"Universidad Del Este","Arecibo","Arecibo Municipio",NA,NA,NA,NA,NA,NA,0,0
613,NA,NA,574,213,NA,NA,574,NA,213,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,18.45,-66.73,"PR","Private for-profit, less-than 2-year","Institute of Beauty Careers","Arecibo","",0,0,0,NA,NA,NA,NA,NA
614,NA,NA,4522,4878,NA,NA,4522,4536,4878,4536,4536,0,0,0,0,NA,NA,NA,NA,0,0,0,18.45,-66.73,"PR","Private nonprofit, 4-year or above","Inter American University of Puerto Rico-Arecibo","Arecibo","",0,0,0,NA,NA,NA,0,0
617,NA,NA,NA,13317,NA,NA,NA,13058,13317,13058,13058,NA,NA,0,0,NA,NA,NA,NA,0,0,0,18.45,-66.56,"PR",NA,"Universidad Del Este","Barceloneta","Barceloneta Municipio",NA,NA,0,NA,NA,NA,0,0
617,NA,NA,NA,16190,NA,NA,NA,17509,16190,17509,17509,NA,NA,0,0,NA,NA,NA,NA,0,0,0,18.45,-66.56,"PR",NA,"Universidad Del Turabo","Barceloneta","Barceloneta Municipio",NA,NA,0,NA,NA,NA,0,0
637,NA,NA,NA,151,NA,NA,NA,513,151,513,513,NA,NA,0,0,NA,NA,NA,NA,0,0,0,18.08,-66.96,"PR",NA,"Academia Serrant Inc","Sabana Grande","Sabana Grande Municipio",NA,NA,0,NA,NA,NA,0,0
641,NA,NA,1604,1623,NA,NA,1604,1461,1623,1461,1461,0,0,0,0,NA,NA,NA,NA,0,0,0,18.27,-66.7,"PR","Public, 4-year or above","University of Puerto Rico-Utuado","Utuado","Utuado Municipio",0,0,0,NA,NA,NA,0,0
641,NA,NA,11294,13317,NA,NA,11294,NA,13317,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,18.27,-66.7,"PR","Private nonprofit, 4-year or above","Universidad Del Este","Utuado","Utuado Municipio",0,0,0,NA,NA,NA,NA,NA
659,NA,NA,NA,NA,NA,NA,NA,84,NA,84,84,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,18.48,-66.82,"PR",NA,"Dewey University-Hatillo","Hatillo","Hatillo Municipio",NA,NA,NA,NA,NA,NA,0,0
662,NA,NA,NA,102,NA,NA,NA,NA,102,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,18.5,-67.02,"PR",NA,"Escuela de Peritos Electricitas de Isabela","Isabela","Isabela Municipio",NA,NA,0,NA,NA,NA,NA,NA
664,NA,NA,NA,12622,NA,NA,NA,13919,12622,13919,13919,NA,NA,0,0,NA,NA,NA,NA,0,0,0,18.22,-66.59,"PR",NA,"Universidad Metropolitana","Jayuya","Jayuya Municipio",NA,NA,0,NA,NA,NA,0,0
667,NA,NA,NA,NA,NA,NA,NA,13719,NA,13719,13719,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,18.04,-67.06,"PR",NA,"Instituto de Banca y Comercio Inc","Lajas","Lajas Municipio",NA,NA,NA,NA,NA,NA,0,0
674,NA,NA,11294,NA,NA,NA,11294,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.43,-66.48,"PR","Private nonprofit, 4-year or above","Universidad Del Este","Manati","Manatí Municipio",0,0,NA,NA,NA,NA,NA,NA
674,NA,NA,98,NA,NA,NA,98,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.43,-66.48,"PR","Private for-profit, less-than 2-year","Professional Electric School","Manati","Manatí Municipio",0,0,NA,NA,NA,NA,NA,NA
674,NA,NA,NA,77,NA,NA,NA,44,77,44,44,NA,NA,0,0,NA,NA,NA,NA,0,0,0,18.43,-66.48,"PR",NA,"Professional Electrical School Inc","Manati","Manatí Municipio",NA,NA,0,NA,NA,NA,0,0
674,NA,NA,NA,1469,NA,NA,NA,1337,1469,1337,1337,NA,NA,0,0,NA,NA,NA,NA,0,0,0,18.43,-66.48,"PR",NA,"Atenas College","Manati","Manatí Municipio",NA,NA,0,NA,NA,NA,0,0
674,NA,NA,NA,NA,NA,NA,NA,208,NA,208,208,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,18.43,-66.48,"PR",NA,"Institute of Beauty Careers","Manati","Manatí Municipio",NA,NA,NA,NA,NA,NA,0,0
674,NA,NA,NA,NA,NA,NA,NA,488,NA,488,488,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,18.43,-66.48,"PR",NA,"ICPR Junior College-Manati","Manati","Manatí Municipio",NA,NA,NA,NA,NA,NA,0,0
674,NA,NA,NA,NA,NA,NA,NA,508,NA,508,508,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,18.43,-66.48,"PR",NA,"Dewey University-Manati","Manati","Manatí Municipio",NA,NA,NA,NA,NA,NA,0,0
676,NA,NA,28,NA,NA,NA,28,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.39,-67.11,"PR","Private for-profit, less-than 2-year","Institute of Beauty Occupations and Technology","Moca","Moca Municipio",0,0,NA,NA,NA,NA,NA,NA
676,NA,NA,NA,36,NA,NA,NA,NA,36,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,18.39,-67.11,"PR",NA,"Institute of Beauty Occupation and Technology Course","Moca","Moca Municipio",NA,NA,0,NA,NA,NA,NA,NA
680,NA,NA,152,422,NA,NA,152,NA,422,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,18.2,-67.14,"PR","Private for-profit, less-than 2-year","Emmas Beauty Academy","Mayaguez","Mayagüez Municipio",0,0,0,NA,NA,NA,NA,NA
680,NA,NA,2757,NA,NA,NA,2757,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.2,-67.14,"PR","Private for-profit, 2-year","Caguas Institute of Mechanical Technology","Mayaguez","Mayagüez Municipio",0,0,NA,NA,NA,NA,NA,NA
680,NA,NA,NA,1498,NA,NA,NA,1505,1498,1505,1505,NA,NA,0,0,NA,NA,NA,NA,0,0,0,18.2,-67.14,"PR",NA,"Pontifical Catholic University of Puerto Rico-Mayaguez","Mayaguez","Mayagüez Municipio",NA,NA,0,NA,NA,NA,0,0
680,NA,NA,NA,98,NA,NA,NA,73,98,73,73,NA,NA,0,0,NA,NA,NA,NA,0,0,0,18.2,-67.14,"PR",NA,"Institucion Chaviano de Mayaguez","Mayaguez","Mayagüez Municipio",NA,NA,0,NA,NA,NA,0,0
680,NA,NA,NA,NA,NA,NA,NA,372,NA,372,372,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,18.2,-67.14,"PR",NA,"Emma's Beauty Academy-Mayaguez","Mayaguez","Mayagüez Municipio",NA,NA,NA,NA,NA,NA,0,0
680,NA,NA,NA,NA,NA,NA,NA,2326,NA,2326,2326,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,18.2,-67.14,"PR",NA,"Ponce Paramedical College Inc","Mayaguez","Mayagüez Municipio",NA,NA,NA,NA,NA,NA,0,0
680,NA,NA,NA,NA,NA,NA,NA,253,NA,253,253,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,18.2,-67.14,"PR",NA,"Centro de Estudios Multidisciplinarios-Mayaguez","Mayaguez","Mayagüez Municipio",NA,NA,NA,NA,NA,NA,0,0
681,NA,NA,12860,13852,NA,NA,12860,NA,13852,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,18.2,-67.14,"PR","Public, 4-year or above","University of Puerto Rico-Mayaguez","Mayaguez","",0,0,0,NA,NA,NA,NA,NA
681,NA,NA,NA,3554,NA,NA,NA,NA,3554,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,18.2,-67.14,"PR",NA,"Mech-Tech College LLC","Mayaguez","",NA,NA,0,NA,NA,NA,NA,NA
681,NA,NA,NA,NA,NA,NA,NA,2975,NA,2975,2975,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,18.2,-67.14,"PR",NA,"Mech-Tech College","Mayaguez","",NA,NA,NA,NA,NA,NA,0,0
685,NA,NA,835,1084,NA,NA,835,NA,1084,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,18.33,-66.99,"PR","Private for-profit, 4-year or above","EDP College of Puerto Rico Inc-San Sebastian","San Sebastian","San Sebastián Municipio",0,0,0,NA,NA,NA,NA,NA
685,NA,NA,323,328,NA,NA,323,193,328,193,193,0,0,0,0,NA,NA,NA,NA,0,0,0,18.33,-66.99,"PR","Private for-profit, less-than 2-year","Educational Technical College-Recinto de san Sebastian","San Sebastian","San Sebastián Municipio",0,0,0,NA,NA,NA,0,0
685,NA,NA,NA,NA,NA,NA,NA,1118,NA,1118,1118,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,18.33,-66.99,"PR",NA,"EDP University of Puerto Rico Inc-San Sebastian","San Sebastian","San Sebastián Municipio",NA,NA,NA,NA,NA,NA,0,0
685,NA,NA,NA,NA,NA,NA,NA,1118,NA,1118,1118,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,18.33,-66.99,"PR",NA,"EDP University of Puerto Rico Inc-San Sebastian","San Sebastian","San Sebastián Municipio",NA,NA,NA,NA,NA,NA,0,0
693,NA,NA,72,144,NA,NA,72,NA,144,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,18.44,-66.39,"PR","Private for-profit, less-than 2-year","Globelle Technical Institute","Vega Baja","Vega Baja Municipio",0,0,0,NA,NA,NA,NA,NA
693,NA,NA,NA,NA,NA,NA,NA,475,NA,475,475,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,18.44,-66.39,"PR",NA,"Caribbean University-Vega Baja","Vega Baja","Vega Baja Municipio",NA,NA,NA,NA,NA,NA,0,0
694,NA,NA,2757,NA,NA,NA,2757,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.48,-66.39,"PR","Private for-profit, 2-year","Caguas Institute of Mechanical Technology","Vega Baja","Vega Baja Municipio",0,0,NA,NA,NA,NA,NA,NA
694,NA,NA,NA,3554,NA,NA,NA,NA,3554,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,18.48,-66.39,"PR",NA,"Mech-Tech College LLC","Vega Baja","Vega Baja Municipio",NA,NA,0,NA,NA,NA,NA,NA
694,NA,NA,NA,NA,NA,NA,NA,2975,NA,2975,2975,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,18.48,-66.39,"PR",NA,"Mech-Tech College","Vega Baja","Vega Baja Municipio",NA,NA,NA,NA,NA,NA,0,0
698,NA,NA,11294,13317,NA,NA,11294,13058,13317,13058,13058,0,0,0,0,NA,NA,NA,NA,0,0,0,18.03,-66.86,"PR","Private nonprofit, 4-year or above","Universidad Del Este","Yauco","Yauco Municipio",0,0,0,NA,NA,NA,0,0
698,NA,NA,NA,6048,NA,NA,NA,NA,6048,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,18.03,-66.86,"PR",NA,"Inter American University of Puerto Rico-Ponce","Yauco","Yauco Municipio",NA,NA,0,NA,NA,NA,NA,NA
698,NA,NA,NA,NA,NA,NA,NA,13719,NA,13719,13719,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,18.03,-66.86,"PR",NA,"Instituto de Banca y Comercio Inc","Yauco","Yauco Municipio",NA,NA,NA,NA,NA,NA,0,0
716,NA,NA,NA,NA,NA,NA,NA,1227,NA,1227,1227,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,17.98,-66.6,"PR",NA,"Caribbean University-Ponce","Ponce","Ponce Municipio",NA,NA,NA,NA,NA,NA,0,0
717,NA,NA,736,753,NA,NA,736,665,753,665,665,0,0,0,0,NA,NA,NA,NA,0,0,0,18,-66.61,"PR","Public, 2-year","Instituto Tecnologico de Puerto Rico-Recinto de Ponce","Ponce","Ponce Municipio",0,0,0,NA,NA,NA,0,0
717,NA,NA,NA,6048,NA,NA,NA,NA,6048,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,18,-66.61,"PR",NA,"Inter American University of Puerto Rico-Ponce","Ponce","Ponce Municipio",NA,NA,0,NA,NA,NA,NA,NA
718,NA,NA,NA,16190,NA,NA,NA,NA,16190,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,18.21,-65.73,"PR",NA,"Universidad Del Turabo","Naguabo","Naguabo Municipio",NA,NA,0,NA,NA,NA,NA,NA
725,NA,NA,NA,1344,NA,NA,NA,NA,1344,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,18.23,-66.03,"PR",NA,"Columbia Centro Universitario","Caguas","Caguas Municipio",NA,NA,0,NA,NA,NA,NA,NA
725,NA,NA,NA,318,NA,NA,NA,NA,318,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,18.23,-66.03,"PR",NA,"Hispanic American College","Caguas","Caguas Municipio",NA,NA,0,NA,NA,NA,NA,NA
726,NA,NA,NA,1843,NA,NA,NA,NA,1843,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,18.23,-66.03,"PR",NA,"Huertas Junior College","Caguas","",NA,NA,0,NA,NA,NA,NA,NA
726,NA,NA,NA,NA,NA,NA,NA,1632,NA,1632,1632,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,18.23,-66.03,"PR",NA,"Columbia Central University-Caguas","Caguas","",NA,NA,NA,NA,NA,NA,0,0
726,NA,NA,NA,NA,NA,NA,NA,1278,NA,1278,1278,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,18.23,-66.03,"PR",NA,"Huertas College","Caguas","",NA,NA,NA,NA,NA,NA,0,0
726,NA,NA,NA,NA,NA,NA,NA,13719,NA,13719,13719,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,18.23,-66.03,"PR",NA,"Instituto de Banca y Comercio Inc","Caguas","",NA,NA,NA,NA,NA,NA,0,0
730,NA,NA,NA,48,NA,NA,NA,124,48,124,124,NA,NA,0,0,NA,NA,NA,NA,0,0,0,18.03,-66.62,"PR",NA,"Instituto Educativo Premier","Ponce","Ponce Municipio",NA,NA,0,NA,NA,NA,0,0
731,NA,NA,394,343,NA,NA,394,NA,343,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,18.11,-66.63,"PR","Private for-profit, less-than 2-year","Automeca Technical College","Ponce","Ponce Municipio",0,0,0,NA,NA,NA,NA,NA
731,NA,NA,NA,NA,NA,NA,NA,210,NA,210,210,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,18.11,-66.63,"PR",NA,"Automeca Technical College-Ponce","Ponce","Ponce Municipio",NA,NA,NA,NA,NA,NA,0,0
732,NA,NA,1501,1402,NA,NA,1501,NA,1402,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,17.98,-66.6,"PR","Private nonprofit, 4-year or above","Caribbean University-Ponce","Ponce","",0,0,0,NA,NA,NA,NA,NA
732,NA,NA,NA,622,NA,NA,NA,NA,622,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,17.98,-66.6,"PR",NA,"Ponce School of Medicine","Ponce","",NA,NA,0,NA,NA,NA,NA,NA
732,NA,NA,NA,16190,NA,NA,NA,17509,16190,17509,17509,NA,NA,0,0,NA,NA,NA,NA,0,0,0,17.98,-66.6,"PR",NA,"Universidad Del Turabo","Ponce","",NA,NA,0,NA,NA,NA,0,0
732,NA,NA,NA,NA,NA,NA,NA,2975,NA,2975,2975,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,17.98,-66.6,"PR",NA,"Mech-Tech College","Ponce","",NA,NA,NA,NA,NA,NA,0,0
736,NA,NA,3660,NA,NA,NA,3660,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.11,-66.16,"PR","Public, 4-year or above","University of Puerto Rico-Cayey University College","Cayey","Cayey Municipio",0,0,NA,NA,NA,NA,NA,NA
736,NA,NA,NA,3830,NA,NA,NA,NA,3830,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,18.11,-66.16,"PR",NA,"University of Puerto Rico at Cayey","Cayey","Cayey Municipio",NA,NA,0,NA,NA,NA,NA,NA
736,NA,NA,NA,NA,NA,NA,NA,3707,NA,3707,3707,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,18.11,-66.16,"PR",NA,"University of Puerto Rico-Cayey","Cayey","Cayey Municipio",NA,NA,NA,NA,NA,NA,0,0
737,NA,NA,NA,16190,NA,NA,NA,17509,16190,17509,17509,NA,NA,0,0,NA,NA,NA,NA,0,0,0,18.11,-66.16,"PR",NA,"Universidad Del Turabo","Cayey","",NA,NA,0,NA,NA,NA,0,0
737,NA,NA,NA,NA,NA,NA,NA,240,NA,240,240,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,18.11,-66.16,"PR",NA,"Liberty Technical College","Cayey","",NA,NA,NA,NA,NA,NA,0,0
738,NA,NA,199,195,NA,NA,199,NA,195,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,18.33,-65.65,"PR","Private for-profit, less-than 2-year","Modern Hairstyling Institute","Fajardo","Fajardo Municipio",0,0,0,NA,NA,NA,NA,NA
738,NA,NA,NA,NA,NA,NA,NA,13719,NA,13719,13719,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,18.33,-65.65,"PR",NA,"Instituto de Banca y Comercio Inc","Fajardo","Fajardo Municipio",NA,NA,NA,NA,NA,NA,0,0
738,NA,NA,NA,NA,NA,NA,NA,152,NA,152,152,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,18.33,-65.65,"PR",NA,"Modern Hairstyling Institute-Carolina","Fajardo","Fajardo Municipio",NA,NA,NA,NA,NA,NA,0,0
738,NA,NA,NA,NA,NA,NA,NA,141,NA,141,141,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,18.33,-65.65,"PR",NA,"Dewey University-Fajardo","Fajardo","Fajardo Municipio",NA,NA,NA,NA,NA,NA,0,0
745,NA,NA,1357,1567,NA,NA,1357,NA,1567,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,18.38,-65.83,"PR","Private for-profit, 2-year","National College of Business and Technology-Rio Grande","Rio Grande","Río Grande Municipio",0,0,0,NA,NA,NA,NA,NA
745,NA,NA,NA,NA,NA,NA,NA,1527,NA,1527,1527,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,18.38,-65.83,"PR",NA,"National University College-Rio Grande","Rio Grande","Río Grande Municipio",NA,NA,NA,NA,NA,NA,0,0
745,NA,NA,NA,NA,NA,NA,NA,28,NA,28,28,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,18.38,-65.83,"PR",NA,"Institute of Beauty Occupation and Technology Course","Rio Grande","Río Grande Municipio",NA,NA,NA,NA,NA,NA,0,0
754,NA,NA,44,108,NA,NA,44,99,108,99,99,0,0,0,0,NA,NA,NA,NA,0,0,0,18.19,-65.96,"PR","not Dertermined yet","MyrAngel Beauty Institute","San Lorenzo","San Lorenzo Municipio",0,0,0,NA,NA,NA,0,0
766,NA,NA,NA,6048,NA,NA,NA,NA,6048,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,18.13,-66.48,"PR",NA,"Inter American University of Puerto Rico-Ponce","Villalba","Villalba Municipio",NA,NA,0,NA,NA,NA,NA,NA
767,NA,NA,NA,16190,NA,NA,NA,17509,16190,17509,17509,NA,NA,0,0,NA,NA,NA,NA,0,0,0,18.04,-65.87,"PR",NA,"Universidad Del Turabo","Yabucoa","Yabucoa Municipio",NA,NA,0,NA,NA,NA,0,0
769,NA,NA,322,304,NA,NA,322,NA,304,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,18.08,-66.36,"PR","Private for-profit, less-than 2-year","Educational Technical College-Recinto De Coama","Coamo","Coamo Municipio",0,0,0,NA,NA,NA,NA,NA
769,NA,NA,NA,NA,NA,NA,NA,253,NA,253,253,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,18.08,-66.36,"PR",NA,"Educational Technical College-Recinto de Coamo","Coamo","Coamo Municipio",NA,NA,NA,NA,NA,NA,0,0
778,NA,NA,NA,NA,NA,NA,NA,446,NA,446,446,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,18.25,-65.97,"PR",NA,"Hispanic American College","Gurabo","Gurabo Municipio",NA,NA,NA,NA,NA,NA,0,0
782,NA,NA,NA,NA,NA,NA,NA,13919,NA,13919,13919,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,18.22,-66.22,"PR",NA,"Universidad Metropolitana","Comerio","Comerío Municipio",NA,NA,NA,NA,NA,NA,0,0
784,NA,NA,2258,2377,NA,NA,2258,NA,2377,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,17.97,-66.11,"PR","Private nonprofit, 4-year or above","Inter American University of Puerto Rico-Guayama","Guayama","Guayama Municipio",0,0,0,NA,NA,NA,NA,NA
784,NA,NA,204,247,NA,NA,204,NA,247,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,17.97,-66.11,"PR","Private for-profit, less-than 2-year","Serbias Technical College","Guayama","Guayama Municipio",0,0,0,NA,NA,NA,NA,NA
785,NA,NA,NA,NA,NA,NA,NA,2127,NA,2127,2127,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,17.97,-66.11,"PR",NA,"Inter American University of Puerto Rico-Guayama","Guayama","",NA,NA,NA,NA,NA,NA,0,0
791,NA,NA,NA,NA,NA,NA,NA,13719,NA,13719,13719,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,18.15,-65.81,"PR",NA,"Instituto de Banca y Comercio Inc","Humacao","Humacao Municipio",NA,NA,NA,NA,NA,NA,0,0
792,NA,NA,634,758,NA,NA,634,554,758,554,554,0,0,0,0,NA,NA,NA,NA,0,0,0,18.15,-65.81,"PR","Private nonprofit, 2-year","Humacao Community College","Humacao","",0,0,0,NA,NA,NA,0,0
792,NA,NA,16,11,NA,NA,16,NA,11,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,18.15,-65.81,"PR","Private nonprofit, less-than 2-year","Ryder Memorial School for Practical Nursing","Humacao","",0,0,0,NA,NA,NA,NA,NA
